-1.0,2.0,180,1,3,0
-1.5,2.0,180,1,3,0
-2.0,2.0,180,1,3,0
-2.0,1.5,270,1,3,0
-2.0,1.0,270,1,3,0
-2.0,0.5,270,1,3,0



